# Time(s)     R            T            Z
 9.82700e+00 -1.88727e-01 -2.17771e-01  3.66287e-02
 9.82800e+00 -1.99776e-01 -2.26051e-01  3.92874e-02
 9.82900e+00 -2.11447e-01 -2.34894e-01  4.20610e-02
 9.83000e+00 -2.23768e-01 -2.44349e-01  4.50473e-02
 9.83100e+00 -2.36851e-01 -2.54471e-01  4.81842e-02
 9.83200e+00 -2.50738e-01 -2.65322e-01  5.15731e-02
 9.83300e+00 -2.65555e-01 -2.76973e-01  5.51560e-02
 9.83400e+00 -2.81365e-01 -2.89502e-01  5.90390e-02
 9.83500e+00 -2.98313e-01 -3.02997e-01  6.31696e-02
 9.83600e+00 -3.16487e-01 -3.17556e-01  6.76601e-02
 9.83700e+00 -3.36061e-01 -3.33293e-01  7.24654e-02
 9.83800e+00 -3.57153e-01 -3.50333e-01  7.77061e-02
 9.83900e+00 -3.79977e-01 -3.68821e-01  8.33467e-02
 9.84000e+00 -4.04693e-01 -3.88919e-01  8.95188e-02
 9.84100e+00 -4.31564e-01 -4.10814e-01  9.61999e-02
 9.84200e+00 -4.60809e-01 -4.34717e-01  1.03537e-01
 9.84300e+00 -4.92759e-01 -4.60871e-01  1.11524e-01
 9.84400e+00 -5.27711e-01 -4.89554e-01  1.20328e-01
 9.84500e+00 -5.66086e-01 -5.21085e-01  1.29967e-01
 9.84600e+00 -6.08288e-01 -5.55831e-01  1.40636e-01
 9.84700e+00 -6.54862e-01 -5.94215e-01  1.52384e-01
 9.84800e+00 -7.06356e-01 -6.36724e-01  1.65442e-01
 9.84900e+00 -7.63484e-01 -6.83921e-01  1.79905e-01
 9.85000e+00 -8.26985e-01 -7.36456e-01  1.96051e-01
 9.85100e+00 -8.97798e-01 -7.95078e-01  2.14033e-01
 9.85200e+00 -9.76917e-01 -8.60651e-01  2.34195e-01
 9.85300e+00 -1.06557e+00 -9.34164e-01  2.56763e-01
 9.85400e+00 -1.16506e+00 -1.01675e+00  2.82164e-01
 9.85500e+00 -1.27696e+00 -1.10967e+00  3.10710e-01
 9.85600e+00 -1.40293e+00 -1.21435e+00  3.42916e-01
 9.85700e+00 -1.54485e+00 -1.33234e+00  3.79179e-01
 9.85800e+00 -1.70463e+00 -1.46525e+00  4.20075e-01
 9.85900e+00 -1.88422e+00 -1.61469e+00  4.66018e-01
 9.86000e+00 -2.08529e+00 -1.78208e+00  5.17527e-01
 9.86100e+00 -2.30906e+00 -1.96840e+00  5.74822e-01
 9.86200e+00 -2.55563e+00 -2.17378e+00  6.38025e-01
 9.86300e+00 -2.82352e+00 -2.39695e+00  7.06661e-01
 9.86400e+00 -3.10857e+00 -2.63445e+00  7.79755e-01
 9.86500e+00 -3.40316e+00 -2.87991e+00  8.55261e-01
 9.86600e+00 -3.69523e+00 -3.12328e+00  9.30174e-01
 9.86700e+00 -3.96822e+00 -3.35070e+00  1.00015e+00
 9.86800e+00 -4.20189e+00 -3.54528e+00  1.06009e+00
 9.86900e+00 -4.37503e+00 -3.68931e+00  1.10446e+00
 9.87000e+00 -4.46938e+00 -3.76756e+00  1.12866e+00
 9.87100e+00 -4.47411e+00 -3.77094e+00  1.12983e+00
 9.87200e+00 -4.38865e+00 -3.69902e+00  1.10790e+00
 9.87300e+00 -4.22298e+00 -3.56010e+00  1.06534e+00
 9.87400e+00 -3.99475e+00 -3.36896e+00  1.00678e+00
 9.87500e+00 -3.72513e+00 -3.14324e+00  9.37569e-01
 9.87600e+00 -3.43455e+00 -2.90002e+00  8.63025e-01
 9.87700e+00 -3.14005e+00 -2.65352e+00  7.87440e-01
 9.87800e+00 -2.85407e+00 -2.41416e+00  7.14098e-01
 9.87900e+00 -2.58472e+00 -2.18867e+00  6.44986e-01
 9.88000e+00 -2.33637e+00 -1.98073e+00  5.81317e-01
 9.88100e+00 -2.11081e+00 -1.79182e+00  5.23461e-01
 9.88200e+00 -1.90798e+00 -1.62190e+00  4.71491e-01
 9.88300e+00 -1.72681e+00 -1.47008e+00  4.25045e-01
 9.88400e+00 -1.56561e+00 -1.33494e+00  3.83774e-01
 9.88500e+00 -1.42250e+00 -1.21489e+00  3.47108e-01
 9.88600e+00 -1.29549e+00 -1.10832e+00  3.14628e-01
 9.88700e+00 -1.18278e+00 -1.01367e+00  2.85776e-01
 9.88800e+00 -1.08259e+00 -9.29512e-01  2.60193e-01
 9.88900e+00 -9.93446e-01 -8.54554e-01  2.37401e-01
 9.89000e+00 -9.13924e-01 -7.87657e-01  2.17130e-01
 9.89100e+00 -8.42865e-01 -7.27817e-01  1.98991e-01
 9.89200e+00 -7.79185e-01 -6.74160e-01  1.82795e-01
 9.89300e+00 -7.22011e-01 -6.25926e-01  1.68227e-01
 9.89400e+00 -6.70517e-01 -5.82457e-01  1.55166e-01
 9.89500e+00 -6.24057e-01 -5.43181e-01  1.43355e-01
 9.89600e+00 -5.82000e-01 -5.07605e-01  1.32721e-01
 9.89700e+00 -5.43872e-01 -4.75299e-01  1.23054e-01
 9.89800e+00 -5.09188e-01 -4.45892e-01  1.14317e-01
 9.89900e+00 -4.77598e-01 -4.19059e-01  1.06331e-01
 9.90000e+00 -4.48728e-01 -3.94520e-01  9.90900e-02
 9.90100e+00 -4.22319e-01 -3.72027e-01  9.24370e-02
 9.90200e+00 -3.98077e-01 -3.51367e-01  8.63856e-02
 9.90300e+00 -3.75814e-01 -3.32349e-01  8.07979e-02
 9.90400e+00 -3.55292e-01 -3.14808e-01  7.57022e-02
 9.90500e+00 -3.36375e-01 -2.98599e-01  7.09739e-02
 9.90600e+00 -3.18869e-01 -2.83593e-01  6.66526e-02
 9.90700e+00 -3.02677e-01 -2.69674e-01  6.26234e-02
 9.90800e+00 -2.87639e-01 -2.56743e-01  5.89346e-02
 9.90900e+00 -2.73685e-01 -2.44709e-01  5.54788e-02
 9.91000e+00 -2.60682e-01 -2.33492e-01  5.23107e-02
 9.91100e+00 -2.48581e-01 -2.23020e-01  4.93286e-02
 9.91200e+00 -2.37267e-01 -2.13230e-01  4.65922e-02
 9.91300e+00 -2.26710e-01 -2.04064e-01  4.40041e-02
 9.91400e+00 -2.16810e-01 -1.95471e-01  4.16280e-02
 9.91500e+00 -2.07550e-01 -1.87403e-01  3.93698e-02
 9.91600e+00 -1.98841e-01 -1.79820e-01  3.72962e-02
 9.91700e+00 -1.90675e-01 -1.72684e-01  3.53160e-02
 9.91800e+00 -1.82975e-01 -1.65959e-01  3.34979e-02
 9.91900e+00 -1.75740e-01 -1.59615e-01  3.17529e-02
 9.92000e+00 -1.68900e-01 -1.53624e-01  3.01517e-02
 9.92100e+00 -1.62460e-01 -1.47960e-01  2.86069e-02
 9.92200e+00 -1.56356e-01 -1.42600e-01  2.71907e-02
 9.92300e+00 -1.50599e-01 -1.37521e-01  2.58172e-02
 9.92400e+00 -1.45129e-01 -1.32705e-01  2.45596e-02
 9.92500e+00 -1.39962e-01 -1.28134e-01  2.33331e-02
 9.92600e+00 -1.35040e-01 -1.23790e-01  2.22119e-02
 9.92700e+00 -1.30383e-01 -1.19660e-01  2.11122e-02
 9.92800e+00 -1.25938e-01 -1.15728e-01  2.01090e-02
 9.92900e+00 -1.21726e-01 -1.11982e-01  1.91190e-02
 9.93000e+00 -1.17697e-01 -1.08410e-01  1.82180e-02
 9.93100e+00 -1.13874e-01 -1.05002e-01  1.73234e-02
 9.93200e+00 -1.10209e-01 -1.01747e-01  1.65114e-02
 9.93300e+00 -1.06727e-01 -9.86348e-02  1.56999e-02
 9.93400e+00 -1.03382e-01 -9.56582e-02  1.49656e-02
 9.93500e+00 -1.00201e-01 -9.28084e-02  1.42269e-02
 9.93600e+00 -9.71375e-02 -9.00781e-02  1.35607e-02
 9.93700e+00 -9.42219e-02 -8.74603e-02  1.28858e-02
 9.93800e+00 -9.14088e-02 -8.49485e-02  1.22795e-02
 9.93900e+00 -8.87286e-02 -8.25366e-02  1.16609e-02
 9.94000e+00 -8.61374e-02 -8.02191e-02  1.11074e-02
 9.94100e+00 -8.36665e-02 -7.79907e-02  1.05385e-02
 9.94200e+00 -8.12728e-02 -7.58464e-02  1.00318e-02
 9.94300e+00 -7.89886e-02 -7.37818e-02  9.50694e-03
 9.94400e+00 -7.67714e-02 -7.17926e-02  9.04180e-03
 9.94500e+00 -7.46541e-02 -6.98747e-02  8.55618e-03
 9.94600e+00 -7.25949e-02 -6.80245e-02  8.12806e-03
 9.94700e+00 -7.06272e-02 -6.62383e-02  7.67746e-03
 9.94800e+00 -6.87099e-02 -6.45130e-02  7.28247e-03
 9.94900e+00 -6.68767e-02 -6.28455e-02  6.86324e-03
 9.95000e+00 -6.50869e-02 -6.12329e-02  6.49796e-03
 9.95100e+00 -6.33749e-02 -5.96725e-02  6.10693e-03
 9.95200e+00 -6.17002e-02 -5.81618e-02  5.76840e-03
 9.95300e+00 -6.00974e-02 -5.66984e-02  5.40279e-03
 9.95400e+00 -5.85267e-02 -5.52800e-02  5.08842e-03
 9.95500e+00 -5.70229e-02 -5.39046e-02  4.74580e-03
 9.95600e+00 -5.55462e-02 -5.25702e-02  4.45329e-03
 9.95700e+00 -5.41320e-02 -5.12749e-02  4.13152e-03
 9.95800e+00 -5.27407e-02 -5.00171e-02  3.85886e-03
 9.95900e+00 -5.14077e-02 -4.87951e-02  3.55602e-03
 9.96000e+00 -5.00939e-02 -4.76073e-02  3.30140e-03
 9.96100e+00 -4.88349e-02 -4.64524e-02  3.01579e-03
 9.96200e+00 -4.75916e-02 -4.53289e-02  2.77761e-03
 9.96300e+00 -4.63998e-02 -4.42357e-02  2.50769e-03
 9.96400e+00 -4.52208e-02 -4.31716e-02  2.28448e-03
 9.96500e+00 -4.40904e-02 -4.21354e-02  2.02887e-03
 9.96600e+00 -4.29701e-02 -4.11261e-02  1.81930e-03
 9.96700e+00 -4.18958e-02 -4.01429e-02  1.57673e-03
 9.96800e+00 -4.08291e-02 -3.91847e-02  1.37957e-03
 9.96900e+00 -3.98062e-02 -3.82508e-02  1.14885e-03
 9.97000e+00 -3.87887e-02 -3.73404e-02  9.62981e-04
 9.97100e+00 -3.78130e-02 -3.64528e-02  7.43023e-04
 9.97200e+00 -3.68409e-02 -3.55874e-02  5.67382e-04
 9.97300e+00 -3.59087e-02 -3.47436e-02  3.57162e-04
 9.97400e+00 -3.49783e-02 -3.39209e-02  1.90755e-04
 9.97500e+00 -3.40863e-02 -3.31187e-02 -1.06920e-05
 9.97600e+00 -3.31948e-02 -3.23367e-02 -1.68804e-04
 9.97700e+00 -3.23402e-02 -3.15745e-02 -3.62392e-04
 9.97800e+00 -3.14849e-02 -3.08317e-02 -5.13098e-04
 9.97900e+00 -3.06653e-02 -3.01080e-02 -6.99693e-04
 9.98000e+00 -2.98438e-02 -2.94032e-02 -8.43836e-04
 9.98100e+00 -2.90572e-02 -2.87171e-02 -1.02426e-03
 9.98200e+00 -2.82677e-02 -2.80495e-02 -1.16264e-03
 9.98300e+00 -2.75122e-02 -2.74002e-02 -1.33767e-03
 9.98400e+00 -2.67532e-02 -2.67692e-02 -1.47104e-03
 9.98500e+00 -2.60275e-02 -2.61563e-02 -1.64140e-03
 9.98600e+00 -2.52977e-02 -2.55615e-02 -1.77046e-03
 9.98700e+00 -2.46005e-02 -2.49848e-02 -1.93683e-03
 9.98800e+00 -2.38988e-02 -2.44261e-02 -2.06223e-03
 9.98900e+00 -2.32294e-02 -2.38855e-02 -2.22524e-03
 9.99000e+00 -2.25549e-02 -2.33628e-02 -2.34758e-03
 9.99100e+00 -2.19125e-02 -2.28583e-02 -2.50778e-03
 9.99200e+00 -2.12647e-02 -2.23718e-02 -2.62758e-03
 9.99300e+00 -2.06486e-02 -2.19034e-02 -2.78546e-03
 9.99400e+00 -2.00270e-02 -2.14532e-02 -2.90319e-03
 9.99500e+00 -1.94368e-02 -2.10211e-02 -3.05918e-03
 9.99600e+00 -1.88409e-02 -2.06073e-02 -3.17520e-03
 9.99700e+00 -1.82762e-02 -2.02115e-02 -3.32964e-03
 9.99800e+00 -1.77057e-02 -1.98340e-02 -3.44427e-03
 9.99900e+00 -1.71662e-02 -1.94747e-02 -3.59743e-03
 1.00000e+01 -1.66207e-02 -1.91335e-02 -3.71089e-03
 1.00010e+01 -1.61060e-02 -1.88103e-02 -3.86293e-03
 1.00020e+01 -1.55852e-02 -1.85052e-02 -3.97536e-03
 1.00030e+01 -1.50951e-02 -1.82179e-02 -4.12640e-03
 1.00040e+01 -1.45985e-02 -1.79485e-02 -4.23786e-03
 1.00050e+01 -1.41325e-02 -1.76968e-02 -4.38792e-03
 1.00060e+01 -1.36598e-02 -1.74625e-02 -4.49838e-03
 1.00070e+01 -1.32175e-02 -1.72456e-02 -4.64740e-03
 1.00080e+01 -1.27682e-02 -1.70459e-02 -4.75680e-03
 1.00090e+01 -1.23490e-02 -1.68630e-02 -4.90466e-03
 1.00100e+01 -1.19226e-02 -1.66968e-02 -5.01283e-03
 1.00110e+01 -1.15259e-02 -1.65470e-02 -5.15935e-03
 1.00120e+01 -1.11217e-02 -1.64133e-02 -5.26609e-03
 1.00130e+01 -1.07469e-02 -1.62955e-02 -5.41105e-03
 1.00140e+01 -1.03643e-02 -1.61932e-02 -5.51610e-03
 1.00150e+01 -1.00107e-02 -1.61060e-02 -5.65921e-03
 1.00160e+01 -9.64894e-03 -1.60338e-02 -5.76228e-03
 1.00170e+01 -9.31574e-03 -1.59760e-02 -5.90324e-03
 1.00180e+01 -8.97398e-03 -1.59324e-02 -6.00400e-03
 1.00190e+01 -8.66037e-03 -1.59026e-02 -6.14247e-03
 1.00200e+01 -8.33777e-03 -1.58863e-02 -6.24056e-03
 1.00210e+01 -8.04287e-03 -1.58830e-02 -6.37616e-03
 1.00220e+01 -7.73853e-03 -1.58925e-02 -6.47122e-03
 1.00230e+01 -7.46143e-03 -1.59142e-02 -6.60358e-03
 1.00240e+01 -7.17443e-03 -1.59480e-02 -6.69520e-03
 1.00250e+01 -6.91418e-03 -1.59933e-02 -6.82390e-03
 1.00260e+01 -6.64355e-03 -1.60500e-02 -6.91166e-03
 1.00270e+01 -6.39917e-03 -1.61175e-02 -7.03627e-03
 1.00280e+01 -6.14392e-03 -1.61956e-02 -7.11974e-03
 1.00290e+01 -5.91440e-03 -1.62840e-02 -7.23981e-03
 1.00300e+01 -5.67351e-03 -1.63822e-02 -7.31851e-03
 1.00310e+01 -5.45783e-03 -1.64901e-02 -7.43355e-03
 1.00320e+01 -5.23026e-03 -1.66073e-02 -7.50697e-03
 1.00330e+01 -5.02736e-03 -1.67334e-02 -7.61643e-03
 1.00340e+01 -4.81202e-03 -1.68683e-02 -7.68400e-03
 1.00350e+01 -4.62081e-03 -1.70117e-02 -7.78730e-03
 1.00360e+01 -4.41660e-03 -1.71632e-02 -7.84838e-03
 1.00370e+01 -4.23594e-03 -1.73227e-02 -7.94482e-03
 1.00380e+01 -4.04172e-03 -1.74899e-02 -7.99869e-03
 1.00390e+01 -3.87042e-03 -1.76645e-02 -8.08750e-03
 1.00400e+01 -3.68496e-03 -1.78464e-02 -8.13329e-03
 1.00410e+01 -3.52178e-03 -1.80353e-02 -8.21351e-03
 1.00420e+01 -3.34379e-03 -1.82311e-02 -8.25021e-03
 1.00430e+01 -3.18739e-03 -1.84335e-02 -8.32072e-03
 1.00440e+01 -3.01545e-03 -1.86424e-02 -8.34707e-03
 1.00450e+01 -2.86436e-03 -1.88575e-02 -8.40650e-03
 1.00460e+01 -2.69696e-03 -1.90787e-02 -8.42096e-03
 1.00470e+01 -2.54955e-03 -1.93059e-02 -8.46758e-03
 1.00480e+01 -2.38494e-03 -1.95388e-02 -8.46824e-03
 1.00490e+01 -2.23937e-03 -1.97773e-02 -8.49989e-03
 1.00500e+01 -2.07558e-03 -2.00212e-02 -8.48430e-03
 1.00510e+01 -1.92972e-03 -2.02704e-02 -8.49823e-03
 1.00520e+01 -1.76445e-03 -2.05247e-02 -8.46327e-03
 1.00530e+01 -1.61578e-03 -2.07838e-02 -8.45593e-03
 1.00540e+01 -1.44627e-03 -2.10477e-02 -8.39756e-03
 1.00550e+01 -1.29178e-03 -2.13160e-02 -8.36435e-03
 1.00560e+01 -1.11468e-03 -2.15887e-02 -8.27730e-03
 1.00570e+01 -9.50636e-04 -2.18655e-02 -8.21216e-03
 1.00580e+01 -7.61816e-04 -2.21462e-02 -8.08950e-03
 1.00590e+01 -5.83591e-04 -2.24305e-02 -7.98448e-03
 1.00600e+01 -3.77848e-04 -2.27183e-02 -7.81707e-03
 1.00610e+01 -1.79603e-04 -2.30091e-02 -7.66169e-03
 1.00620e+01  4.96301e-05 -2.33029e-02 -7.43753e-03
 1.00630e+01  2.75273e-04 -2.35992e-02 -7.21808e-03
 1.00640e+01  5.36254e-04 -2.38978e-02 -6.92161e-03
 1.00650e+01  7.98477e-04 -2.41984e-02 -6.62060e-03
 1.00660e+01  1.10130e-03 -2.45005e-02 -6.23241e-03
 1.00670e+01  1.41100e-03 -2.48039e-02 -5.82874e-03
 1.00680e+01  1.76708e-03 -2.51082e-02 -5.32663e-03
 1.00690e+01  2.13564e-03 -2.54130e-02 -4.79814e-03
 1.00700e+01  2.55541e-03 -2.57180e-02 -4.16196e-03
 1.00710e+01  2.99080e-03 -2.60226e-02 -3.49375e-03
 1.00720e+01  3.47742e-03 -2.63265e-02 -2.71871e-03
 1.00730e+01  3.97475e-03 -2.66293e-02 -1.92287e-03
 1.00740e+01  4.51114e-03 -2.69306e-02 -1.04678e-03
 1.00750e+01  5.03637e-03 -2.72299e-02 -1.96902e-04
 1.00760e+01  5.56720e-03 -2.75268e-02  6.61825e-04
 1.00770e+01  6.04175e-03 -2.78208e-02  1.39835e-03
 1.00780e+01  6.46807e-03 -2.81117e-02  2.02941e-03
 1.00790e+01  6.78257e-03 -2.83988e-02  2.42035e-03
 1.00800e+01  7.00179e-03 -2.86819e-02  2.60587e-03
 1.00810e+01  7.08144e-03 -2.89605e-02  2.49207e-03
 1.00820e+01  7.06457e-03 -2.92343e-02  2.16956e-03
 1.00830e+01  6.93386e-03 -2.95029e-02  1.60139e-03
 1.00840e+01  6.75284e-03 -2.97660e-02  9.21398e-04
 1.00850e+01  6.51411e-03 -3.00231e-02  1.13657e-04
 1.00860e+01  6.28062e-03 -3.02742e-02 -6.89198e-04
 1.00870e+01  6.03694e-03 -3.05188e-02 -1.51996e-03
 1.00880e+01  5.83446e-03 -3.07567e-02 -2.27024e-03
 1.00890e+01  5.64604e-03 -3.09877e-02 -2.99745e-03
 1.00900e+01  5.51304e-03 -3.12116e-02 -3.61428e-03
 1.00910e+01  5.40074e-03 -3.14281e-02 -4.19404e-03
 1.00920e+01  5.34522e-03 -3.16373e-02 -4.66042e-03
 1.00930e+01  5.30845e-03 -3.18388e-02 -5.09361e-03
 1.00940e+01  5.32462e-03 -3.20326e-02 -5.42119e-03
 1.00950e+01  5.35480e-03 -3.22187e-02 -5.72511e-03
 1.00960e+01  5.43289e-03 -3.23969e-02 -5.93347e-03
 1.00970e+01  5.52006e-03 -3.25671e-02 -6.12784e-03
 1.00980e+01  5.65051e-03 -3.27294e-02 -6.23556e-03
 1.00990e+01  5.78585e-03 -3.28836e-02 -6.33721e-03
 1.01000e+01  5.96069e-03 -3.30299e-02 -6.35908e-03
 1.01010e+01  6.13708e-03 -3.31680e-02 -6.38068e-03
 1.01020e+01  6.35004e-03 -3.32979e-02 -6.32732e-03
 1.01030e+01  6.56201e-03 -3.34198e-02 -6.27755e-03
 1.01040e+01  6.80834e-03 -3.35334e-02 -6.15589e-03
 1.01050e+01  7.05178e-03 -3.36388e-02 -6.04007e-03
 1.01060e+01  7.32794e-03 -3.37359e-02 -5.85393e-03
 1.01070e+01  7.59983e-03 -3.38246e-02 -5.67456e-03
 1.01080e+01  7.90327e-03 -3.39048e-02 -5.42521e-03
 1.01090e+01  8.20151e-03 -3.39765e-02 -5.18239e-03
 1.01100e+01  8.53054e-03 -3.40395e-02 -4.86887e-03
 1.01110e+01  8.85381e-03 -3.40936e-02 -4.56064e-03
 1.01120e+01  9.20751e-03 -3.41387e-02 -4.17999e-03
 1.01130e+01  9.55527e-03 -3.41747e-02 -3.80242e-03
 1.01140e+01  9.93348e-03 -3.42012e-02 -3.34979e-03
 1.01150e+01  1.03060e-02 -3.42182e-02 -2.89705e-03
 1.01160e+01  1.07094e-02 -3.42254e-02 -2.36562e-03
 1.01170e+01  1.11078e-02 -3.42225e-02 -1.82989e-03
 1.01180e+01  1.15380e-02 -3.42093e-02 -1.21076e-03
 1.01190e+01  1.19645e-02 -3.41855e-02 -5.82031e-04
 1.01200e+01  1.24244e-02 -3.41508e-02  1.36026e-04
 1.01210e+01  1.28824e-02 -3.41050e-02  8.70307e-04
 1.01220e+01  1.33761e-02 -3.40478e-02  1.70125e-03
 1.01230e+01  1.38707e-02 -3.39788e-02  2.55660e-03
 1.01240e+01  1.44042e-02 -3.38980e-02  3.51766e-03
 1.01250e+01  1.49422e-02 -3.38049e-02  4.51321e-03
 1.01260e+01  1.55235e-02 -3.36993e-02  5.62564e-03
 1.01270e+01  1.61145e-02 -3.35811e-02  6.78499e-03
 1.01280e+01  1.67544e-02 -3.34500e-02  8.07504e-03
 1.01290e+01  1.74105e-02 -3.33058e-02  9.42744e-03
 1.01300e+01  1.81232e-02 -3.31484e-02  1.09277e-02
 1.01310e+01  1.88609e-02 -3.29777e-02  1.25096e-02
 1.01320e+01  1.96649e-02 -3.27936e-02  1.42609e-02
 1.01330e+01  2.05050e-02 -3.25959e-02  1.61179e-02
 1.01340e+01  2.14243e-02 -3.23848e-02  1.81715e-02
 1.01350e+01  2.23942e-02 -3.21602e-02  2.03614e-02
 1.01360e+01  2.34598e-02 -3.19222e-02  2.27825e-02
 1.01370e+01  2.45948e-02 -3.16708e-02  2.53791e-02
 1.01380e+01  2.58469e-02 -3.14061e-02  2.82511e-02
 1.01390e+01  2.71929e-02 -3.11285e-02  3.13491e-02
 1.01400e+01  2.86839e-02 -3.08379e-02  3.47800e-02
 1.01410e+01  3.03005e-02 -3.05348e-02  3.85024e-02
 1.01420e+01  3.20985e-02 -3.02193e-02  4.26327e-02
 1.01430e+01  3.40639e-02 -2.98916e-02  4.71403e-02
 1.01440e+01  3.62584e-02 -2.95523e-02  5.21544e-02
 1.01450e+01  3.86751e-02 -2.92014e-02  5.76591e-02
 1.01460e+01  4.13838e-02 -2.88395e-02  6.38002e-02
 1.01470e+01  4.43869e-02 -2.84669e-02  7.05815e-02
 1.01480e+01  4.77649e-02 -2.80841e-02  7.81710e-02
 1.01490e+01  5.15320e-02 -2.76912e-02  8.65975e-02
 1.01500e+01  5.57821e-02 -2.72890e-02  9.60573e-02
 1.01510e+01  6.05442e-02 -2.68776e-02  1.06610e-01
 1.01520e+01  6.59273e-02 -2.64576e-02  1.18483e-01
 1.01530e+01  7.19755e-02 -2.60293e-02  1.31769e-01
 1.01540e+01  7.88115e-02 -2.55932e-02  1.46724e-01
 1.01550e+01  8.64889e-02 -2.51498e-02  1.63460e-01
 1.01560e+01  9.51310e-02 -2.46993e-02  1.82236e-01
 1.01570e+01  1.04777e-01 -2.42423e-02  2.03131e-01
 1.01580e+01  1.15513e-01 -2.37791e-02  2.26326e-01
 1.01590e+01  1.27303e-01 -2.33101e-02  2.51744e-01
 1.01600e+01  1.40105e-01 -2.28357e-02  2.79294e-01
 1.01610e+01  1.53688e-01 -2.23562e-02  3.08487e-01
 1.01620e+01  1.67733e-01 -2.18721e-02  3.38651e-01
 1.01630e+01  1.81657e-01 -2.13836e-02  3.68552e-01
 1.01640e+01  1.94744e-01 -2.08911e-02  3.96680e-01
 1.01650e+01  2.06042e-01 -2.03949e-02  4.21026e-01
 1.01660e+01  2.14615e-01 -1.98954e-02  4.39616e-01
 1.01670e+01  2.19569e-01 -1.93927e-02  4.50561e-01
 1.01680e+01  2.20383e-01 -1.88873e-02  4.52765e-01
 1.01690e+01  2.16912e-01 -1.83793e-02  4.45917e-01
 1.01700e+01  2.09556e-01 -1.78692e-02  4.30860e-01
 1.01710e+01  1.99023e-01 -1.73570e-02  4.09087e-01
 1.01720e+01  1.86293e-01 -1.68431e-02  3.82663e-01
 1.01730e+01  1.72291e-01 -1.63278e-02  3.53537e-01
 1.01740e+01  1.57889e-01 -1.58112e-02  3.23548e-01
 1.01750e+01  1.43695e-01 -1.52935e-02  2.93976e-01
 1.01760e+01  1.30185e-01 -1.47751e-02  2.65825e-01
 1.01770e+01  1.17588e-01 -1.42561e-02  2.39576e-01
 1.01780e+01  1.06067e-01 -1.37368e-02  2.15572e-01
 1.01790e+01  9.56188e-02 -1.32172e-02  1.93805e-01
 1.01800e+01  8.62496e-02 -1.26977e-02  1.74288e-01
 1.01810e+01  7.78591e-02 -1.21783e-02  1.56809e-01
 1.01820e+01  7.04008e-02 -1.16593e-02  1.41268e-01
 1.01830e+01  6.37504e-02 -1.11408e-02  1.27404e-01
 1.01840e+01  5.78564e-02 -1.06229e-02  1.15107e-01
 1.01850e+01  5.26006e-02 -1.01058e-02  1.04126e-01
 1.01860e+01  4.79433e-02 -9.58962e-03  9.43778e-02
 1.01870e+01  4.37812e-02 -9.07437e-03  8.56435e-02
 1.01880e+01  4.00899e-02 -8.56019e-03  7.78715e-02
 1.01890e+01  3.67809e-02 -8.04710e-03  7.08743e-02
 1.01900e+01  3.38438e-02 -7.53518e-03  6.46297e-02
 1.01910e+01  3.12027e-02 -7.02441e-03  5.89767e-02
 1.01920e+01  2.88583e-02 -6.51481e-03  5.39167e-02
 1.01930e+01  2.67445e-02 -6.00632e-03  4.93095e-02
 1.01940e+01  2.48706e-02 -5.49892e-03  4.51745e-02
 1.01950e+01  2.31779e-02 -4.99250e-03  4.13872e-02
 1.01960e+01  2.16821e-02 -4.48699e-03  3.79803e-02
 1.01970e+01  2.03300e-02 -3.98221e-03  3.48413e-02
 1.01980e+01  1.91422e-02 -3.47804e-03  3.20129e-02
 1.01990e+01  1.80696e-02 -2.97427e-03  2.93913e-02
 1.02000e+01  1.71362e-02 -2.47072e-03  2.70267e-02
 1.02010e+01  1.62961e-02 -1.96712e-03  2.48217e-02
 1.02020e+01  1.55759e-02 -1.46325e-03  2.28323e-02
 1.02030e+01  1.49320e-02 -9.58800e-04  2.09658e-02
 1.02040e+01  1.43931e-02 -4.53496e-04  1.92826e-02
 1.02050e+01  1.39173e-02  5.30151e-05  1.76936e-02
 1.02060e+01  1.35347e-02  5.61036e-04  1.62624e-02
 1.02070e+01  1.32047e-02  1.07095e-03  1.49027e-02
 1.02080e+01  1.29587e-02  1.58310e-03  1.36805e-02
 1.02090e+01  1.27570e-02  2.09790e-03  1.25118e-02
 1.02100e+01  1.26320e-02  2.61568e-03  1.14644e-02
 1.02110e+01  1.25446e-02  3.13689e-03  1.04560e-02
 1.02120e+01  1.25279e-02  3.66188e-03  9.55584e-03
 1.02130e+01  1.25437e-02  4.19109e-03  8.68294e-03
 1.02140e+01  1.26252e-02  4.72486e-03  7.90764e-03
 1.02150e+01  1.27347e-02  5.26364e-03  7.15009e-03
 1.02160e+01  1.29061e-02  5.80776e-03  6.48148e-03
 1.02170e+01  1.31018e-02  6.35763e-03  5.82282e-03
 1.02180e+01  1.33561e-02  6.91359e-03  5.24599e-03
 1.02190e+01  1.36318e-02  7.47600e-03  4.67267e-03
 1.02200e+01  1.39631e-02  8.04517e-03  4.17533e-03
 1.02210e+01  1.43133e-02  8.62144e-03  3.67618e-03
 1.02220e+01  1.47168e-02  9.20506e-03  3.24813e-03
 1.02230e+01  1.51368e-02  9.79634e-03  2.81387e-03
 1.02240e+01  1.56080e-02  1.03955e-02  2.44665e-03
 1.02250e+01  1.60937e-02  1.10027e-02  2.06953e-03
 1.02260e+01  1.66287e-02  1.16183e-02  1.75607e-03
 1.02270e+01  1.71765e-02  1.22422e-02  1.42962e-03
