# Time(s)     R            T            Z
 2.60340e+01 -2.08142e-02  1.22256e-02 -3.62545e-02
 2.60350e+01 -2.05310e-02  1.21666e-02 -3.58998e-02
 2.60360e+01 -2.02601e-02  1.21050e-02 -3.55338e-02
 2.60370e+01 -2.00031e-02  1.20434e-02 -3.51574e-02
 2.60380e+01 -1.97611e-02  1.19840e-02 -3.47703e-02
 2.60390e+01 -1.95353e-02  1.19287e-02 -3.43726e-02
 2.60400e+01 -1.93264e-02  1.18793e-02 -3.39633e-02
 2.60410e+01 -1.91350e-02  1.18372e-02 -3.35421e-02
 2.60420e+01 -1.89611e-02  1.18036e-02 -3.31078e-02
 2.60430e+01 -1.88047e-02  1.17798e-02 -3.26596e-02
 2.60440e+01 -1.86655e-02  1.17669e-02 -3.21965e-02
 2.60450e+01 -1.85428e-02  1.17660e-02 -3.17175e-02
 2.60460e+01 -1.84355e-02  1.17780e-02 -3.12214e-02
 2.60470e+01 -1.83426e-02  1.18041e-02 -3.07071e-02
 2.60480e+01 -1.82623e-02  1.18451e-02 -3.01729e-02
 2.60490e+01 -1.81928e-02  1.19023e-02 -2.96173e-02
 2.60500e+01 -1.81319e-02  1.19765e-02 -2.90381e-02
 2.60510e+01 -1.80773e-02  1.20688e-02 -2.84330e-02
 2.60520e+01 -1.80262e-02  1.21801e-02 -2.77988e-02
 2.60530e+01 -1.79757e-02  1.23113e-02 -2.71323e-02
 2.60540e+01 -1.79227e-02  1.24634e-02 -2.64293e-02
 2.60550e+01 -1.78641e-02  1.26371e-02 -2.56861e-02
 2.60560e+01 -1.77966e-02  1.28330e-02 -2.48977e-02
 2.60570e+01 -1.77171e-02  1.30518e-02 -2.40599e-02
 2.60580e+01 -1.76222e-02  1.32939e-02 -2.31677e-02
 2.60590e+01 -1.75093e-02  1.35597e-02 -2.22171e-02
 2.60600e+01 -1.73753e-02  1.38493e-02 -2.12038e-02
 2.60610e+01 -1.72181e-02  1.41628e-02 -2.01247e-02
 2.60620e+01 -1.70356e-02  1.45001e-02 -1.89769e-02
 2.60630e+01 -1.68261e-02  1.48607e-02 -1.77590e-02
 2.60640e+01 -1.65884e-02  1.52442e-02 -1.64700e-02
 2.60650e+01 -1.63216e-02  1.56497e-02 -1.51103e-02
 2.60660e+01 -1.60251e-02  1.60761e-02 -1.36809e-02
 2.60670e+01 -1.56989e-02  1.65222e-02 -1.21844e-02
 2.60680e+01 -1.53426e-02  1.69862e-02 -1.06234e-02
 2.60690e+01 -1.49565e-02  1.74661e-02 -9.00194e-03
 2.60700e+01 -1.45405e-02  1.79595e-02 -7.32404e-03
 2.60710e+01 -1.40946e-02  1.84637e-02 -5.59457e-03
 2.60720e+01 -1.36184e-02  1.89755e-02 -3.81812e-03
 2.60730e+01 -1.31115e-02  1.94913e-02 -1.99987e-03
 2.60740e+01 -1.25728e-02  2.00074e-02 -1.44360e-04
 2.60750e+01 -1.20015e-02  2.05194e-02  1.74352e-03
 2.60760e+01 -1.13956e-02  2.10230e-02  3.65969e-03
 2.60770e+01 -1.07536e-02  2.15134e-02  5.59992e-03
 2.60780e+01 -1.00731e-02  2.19861e-02  7.56085e-03
 2.60790e+01 -9.35202e-03  2.24363e-02  9.53906e-03
 2.60800e+01 -8.58788e-03  2.28597e-02  1.15320e-02
 2.60810e+01 -7.77849e-03  2.32521e-02  1.35371e-02
 2.60820e+01 -6.92167e-03  2.36099e-02  1.55526e-02
 2.60830e+01 -6.01573e-03  2.39301e-02  1.75765e-02
 2.60840e+01 -5.05925e-03  2.42106e-02  1.96077e-02
 2.60850e+01 -4.05153e-03  2.44499e-02  2.16449e-02
 2.60860e+01 -2.99229e-03  2.46477e-02  2.36871e-02
 2.60870e+01 -1.88212e-03  2.48046e-02  2.57335e-02
 2.60880e+01 -7.22082e-04  2.49222e-02  2.77832e-02
 2.60890e+01  4.85907e-04  2.50028e-02  2.98354e-02
 2.60900e+01  1.73951e-03  2.50499e-02  3.18893e-02
 2.60910e+01  3.03566e-03  2.50676e-02  3.39438e-02
 2.60920e+01  4.37104e-03  2.50604e-02  3.59977e-02
 2.60930e+01  5.74180e-03  2.50336e-02  3.80496e-02
 2.60940e+01  7.14407e-03  2.49926e-02  4.00980e-02
 2.60950e+01  8.57368e-03  2.49431e-02  4.21409e-02
 2.60960e+01  1.00266e-02  2.48909e-02  4.41765e-02
 2.60970e+01  1.14988e-02  2.48416e-02  4.62022e-02
 2.60980e+01  1.29866e-02  2.48009e-02  4.82158e-02
 2.60990e+01  1.44863e-02  2.47740e-02  5.02146e-02
 2.61000e+01  1.59949e-02  2.47661e-02  5.21962e-02
 2.61010e+01  1.75096e-02  2.47819e-02  5.41580e-02
 2.61020e+01  1.90280e-02  2.48259e-02  5.60980e-02
 2.61030e+01  2.05485e-02  2.49022e-02  5.80141e-02
 2.61040e+01  2.20699e-02  2.50145e-02  5.99052e-02
 2.61050e+01  2.35916e-02  2.51663e-02  6.17704e-02
 2.61060e+01  2.51137e-02  2.53607e-02  6.36101e-02
 2.61070e+01  2.66371e-02  2.56005e-02  6.54253e-02
 2.61080e+01  2.81631e-02  2.58882e-02  6.72181e-02
 2.61090e+01  2.96941e-02  2.62261e-02  6.89915e-02
 2.61100e+01  3.12328e-02  2.66163e-02  7.07501e-02
 2.61110e+01  3.27829e-02  2.70608e-02  7.24989e-02
 2.61120e+01  3.43485e-02  2.75612e-02  7.42443e-02
 2.61130e+01  3.59344e-02  2.81195e-02  7.59934e-02
 2.61140e+01  3.75458e-02  2.87373e-02  7.77540e-02
 2.61150e+01  3.91884e-02  2.94164e-02  7.95345e-02
 2.61160e+01  4.08684e-02  3.01587e-02  8.13437e-02
 2.61170e+01  4.25921e-02  3.09662e-02  8.31905e-02
 2.61180e+01  4.43662e-02  3.18409e-02  8.50841e-02
 2.61190e+01  4.61975e-02  3.27853e-02  8.70334e-02
 2.61200e+01  4.80931e-02  3.38017e-02  8.90475e-02
 2.61210e+01  5.00599e-02  3.48929e-02  9.11349e-02
 2.61220e+01  5.21051e-02  3.60618e-02  9.33044e-02
 2.61230e+01  5.42358e-02  3.73114e-02  9.55643e-02
 2.61240e+01  5.64592e-02  3.86451e-02  9.79228e-02
 2.61250e+01  5.87824e-02  4.00661e-02  1.00388e-01
 2.61260e+01  6.12126e-02  4.15781e-02  1.02968e-01
 2.61270e+01  6.37568e-02  4.31845e-02  1.05672e-01
 2.61280e+01  6.64222e-02  4.48892e-02  1.08507e-01
 2.61290e+01  6.92157e-02  4.66957e-02  1.11482e-01
 2.61300e+01  7.21446e-02  4.86080e-02  1.14606e-01
 2.61310e+01  7.52158e-02  5.06298e-02  1.17888e-01
 2.61320e+01  7.84365e-02  5.27648e-02  1.21338e-01
 2.61330e+01  8.18137e-02  5.50171e-02  1.24965e-01
 2.61340e+01  8.53546e-02  5.73904e-02  1.28780e-01
 2.61350e+01  8.90666e-02  5.98887e-02  1.32792e-01
 2.61360e+01  9.29567e-02  6.25160e-02  1.37013e-01
 2.61370e+01  9.70325e-02  6.52761e-02  1.41453e-01
 2.61380e+01  1.01301e-01  6.81731e-02  1.46123e-01
 2.61390e+01  1.05770e-01  7.12110e-02  1.51034e-01
 2.61400e+01  1.10446e-01  7.43936e-02  1.56196e-01
 2.61410e+01  1.15337e-01  7.77246e-02  1.61620e-01
 2.61420e+01  1.20448e-01  8.12078e-02  1.67314e-01
 2.61430e+01  1.25787e-01  8.48461e-02  1.73289e-01
 2.61440e+01  1.31359e-01  8.86425e-02  1.79551e-01
 2.61450e+01  1.37170e-01  9.25989e-02  1.86109e-01
 2.61460e+01  1.43221e-01  9.67167e-02  1.92966e-01
 2.61470e+01  1.49517e-01  1.00996e-01  2.00127e-01
 2.61480e+01  1.56058e-01  1.05436e-01  2.07592e-01
 2.61490e+01  1.62842e-01  1.10034e-01  2.15361e-01
 2.61500e+01  1.69866e-01  1.14785e-01  2.23429e-01
 2.61510e+01  1.77123e-01  1.19682e-01  2.31787e-01
 2.61520e+01  1.84602e-01  1.24716e-01  2.40422e-01
 2.61530e+01  1.92289e-01  1.29874e-01  2.49318e-01
 2.61540e+01  2.00165e-01  1.35141e-01  2.58450e-01
 2.61550e+01  2.08205e-01  1.40495e-01  2.67789e-01
 2.61560e+01  2.16380e-01  1.45914e-01  2.77299e-01
 2.61570e+01  2.24653e-01  1.51368e-01  2.86936e-01
 2.61580e+01  2.32982e-01  1.56824e-01  2.96648e-01
 2.61590e+01  2.41315e-01  1.62243e-01  3.06375e-01
 2.61600e+01  2.49597e-01  1.67583e-01  3.16049e-01
 2.61610e+01  2.57763e-01  1.72797e-01  3.25594e-01
 2.61620e+01  2.65743e-01  1.77831e-01  3.34925e-01
 2.61630e+01  2.73461e-01  1.82631e-01  3.43953e-01
 2.61640e+01  2.80835e-01  1.87139e-01  3.52582e-01
 2.61650e+01  2.87781e-01  1.91295e-01  3.60712e-01
 2.61660e+01  2.94215e-01  1.95041e-01  3.68243e-01
 2.61670e+01  3.00051e-01  1.98320e-01  3.75077e-01
 2.61680e+01  3.05209e-01  2.01077e-01  3.81119e-01
 2.61690e+01  3.09613e-01  2.03264e-01  3.86280e-01
 2.61700e+01  3.13196e-01  2.04840e-01  3.90484e-01
 2.61710e+01  3.15904e-01  2.05773e-01  3.93666e-01
 2.61720e+01  3.17694e-01  2.06041e-01  3.95778e-01
 2.61730e+01  3.18539e-01  2.05631e-01  3.96786e-01
 2.61740e+01  3.18427e-01  2.04546e-01  3.96679e-01
 2.61750e+01  3.17363e-01  2.02795e-01  3.95461e-01
 2.61760e+01  3.15369e-01  2.00402e-01  3.93156e-01
 2.61770e+01  3.12481e-01  1.97399e-01  3.89805e-01
 2.61780e+01  3.08749e-01  1.93827e-01  3.85463e-01
 2.61790e+01  3.04233e-01  1.89734e-01  3.80200e-01
 2.61800e+01  2.99006e-01  1.85173e-01  3.74095e-01
 2.61810e+01  2.93142e-01  1.80201e-01  3.67236e-01
 2.61820e+01  2.86725e-01  1.74876e-01  3.59713e-01
 2.61830e+01  2.79836e-01  1.69256e-01  3.51622e-01
 2.61840e+01  2.72557e-01  1.63398e-01  3.43055e-01
 2.61850e+01  2.64970e-01  1.57356e-01  3.34103e-01
 2.61860e+01  2.57149e-01  1.51180e-01  3.24856e-01
 2.61870e+01  2.49167e-01  1.44916e-01  3.15393e-01
 2.61880e+01  2.41088e-01  1.38607e-01  3.05793e-01
 2.61890e+01  2.32972e-01  1.32289e-01  2.96124e-01
 2.61900e+01  2.24872e-01  1.25994e-01  2.86449e-01
 2.61910e+01  2.16834e-01  1.19750e-01  2.76824e-01
 2.61920e+01  2.08898e-01  1.13581e-01  2.67297e-01
 2.61930e+01  2.01098e-01  1.07505e-01  2.57911e-01
 2.61940e+01  1.93461e-01  1.01539e-01  2.48700e-01
 2.61950e+01  1.86010e-01  9.56948e-02  2.39694e-01
 2.61960e+01  1.78764e-01  8.99826e-02  2.30919e-01
 2.61970e+01  1.71735e-01  8.44102e-02  2.22392e-01
 2.61980e+01  1.64934e-01  7.89833e-02  2.14128e-01
 2.61990e+01  1.58366e-01  7.37063e-02  2.06138e-01
 2.62000e+01  1.52035e-01  6.85826e-02  1.98429e-01
 2.62010e+01  1.45940e-01  6.36144e-02  1.91005e-01
 2.62020e+01  1.40080e-01  5.88038e-02  1.83867e-01
 2.62030e+01  1.34451e-01  5.41523e-02  1.77013e-01
 2.62040e+01  1.29048e-01  4.96614e-02  1.70440e-01
 2.62050e+01  1.23862e-01  4.53325e-02  1.64144e-01
 2.62060e+01  1.18886e-01  4.11670e-02  1.58118e-01
 2.62070e+01  1.14111e-01  3.71664e-02  1.52356e-01
 2.62080e+01  1.09527e-01  3.33321e-02  1.46848e-01
 2.62090e+01  1.05124e-01  2.96655e-02  1.41587e-01
 2.62100e+01  1.00890e-01  2.61677e-02  1.36562e-01
 2.62110e+01  9.68144e-02  2.28393e-02  1.31766e-01
 2.62120e+01  9.28867e-02  1.96804e-02  1.27187e-01
 2.62130e+01  8.90956e-02  1.66901e-02  1.22817e-01
 2.62140e+01  8.54302e-02  1.38667e-02  1.18645e-01
 2.62150e+01  8.18798e-02  1.12070e-02  1.14663e-01
 2.62160e+01  7.84338e-02  8.70665e-03  1.10860e-01
 2.62170e+01  7.50820e-02  6.35962e-03  1.07228e-01
 2.62180e+01  7.18141e-02  4.15848e-03  1.03757e-01
 2.62190e+01  6.86201e-02  2.09421e-03  1.00438e-01
 2.62200e+01  6.54899e-02  1.56337e-04  9.72623e-02
 2.62210e+01  6.24131e-02 -1.66698e-03  9.42212e-02
 2.62220e+01  5.93791e-02 -3.38879e-03  9.13053e-02
 2.62230e+01  5.63769e-02 -5.02318e-03  8.85054e-02
 2.62240e+01  5.33949e-02 -6.58505e-03  8.58121e-02
 2.62250e+01  5.04206e-02 -8.08992e-03  8.32159e-02
 2.62260e+01  4.74410e-02 -9.55371e-03  8.07064e-02
 2.62270e+01  4.44420e-02 -1.09925e-02  7.82736e-02
 2.62280e+01  4.14090e-02 -1.24225e-02  7.59064e-02
 2.62290e+01  3.83264e-02 -1.38595e-02  7.35940e-02
 2.62300e+01  3.51783e-02 -1.53190e-02  7.13248e-02
 2.62310e+01  3.19483e-02 -1.68160e-02  6.90875e-02
 2.62320e+01  2.86199e-02 -1.83645e-02  6.68704e-02
 2.62330e+01  2.51773e-02 -1.99778e-02  6.46620e-02
 2.62340e+01  2.16049e-02 -2.16679e-02  6.24510e-02
 2.62350e+01  1.78886e-02 -2.34454e-02  6.02267e-02
 2.62360e+01  1.40158e-02 -2.53195e-02  5.79788e-02
 2.62370e+01  9.97591e-03 -2.72977e-02  5.56979e-02
 2.62380e+01  5.76058e-03 -2.93856e-02  5.33754e-02
 2.62390e+01  1.36435e-03 -3.15868e-02  5.10037e-02
 2.62400e+01 -3.21551e-03 -3.39031e-02  4.85761e-02
 2.62410e+01 -7.97854e-03 -3.63340e-02  4.60871e-02
 2.62420e+01 -1.29214e-02 -3.88771e-02  4.35316e-02
 2.62430e+01 -1.80376e-02 -4.15278e-02  4.09059e-02
 2.62440e+01 -2.33181e-02 -4.42797e-02  3.82061e-02
 2.62450e+01 -2.87510e-02 -4.71247e-02  3.54294e-02
 2.62460e+01 -3.43226e-02 -5.00531e-02  3.25724e-02
 2.62470e+01 -4.00171e-02 -5.30536e-02  2.96323e-02
 2.62480e+01 -4.58175e-02 -5.61140e-02  2.66054e-02
 2.62490e+01 -5.17059e-02 -5.92213e-02  2.34881e-02
 2.62500e+01 -5.76641e-02 -6.23616e-02  2.02758e-02
 2.62510e+01 -6.36738e-02 -6.55213e-02  1.69637e-02
 2.62520e+01 -6.97177e-02 -6.86866e-02  1.35459e-02
 2.62530e+01 -7.57794e-02 -7.18445e-02  1.00164e-02
 2.62540e+01 -8.18443e-02 -7.49829e-02  6.36829e-03
 2.62550e+01 -8.79001e-02 -7.80913e-02  2.59473e-03
 2.62560e+01 -9.39371e-02 -8.11607e-02 -1.31175e-03
 2.62570e+01 -9.99489e-02 -8.41845e-02 -5.35819e-03
 2.62580e+01 -1.05932e-01 -8.71586e-02 -9.55191e-03
 2.62590e+01 -1.11888e-01 -9.00816e-02 -1.38995e-02
 2.62600e+01 -1.17821e-01 -9.29549e-02 -1.84074e-02
 2.62610e+01 -1.23738e-01 -9.57829e-02 -2.30814e-02
 2.62620e+01 -1.29654e-01 -9.85731e-02 -2.79267e-02
 2.62630e+01 -1.35582e-01 -1.01335e-01 -3.29477e-02
 2.62640e+01 -1.41542e-01 -1.04082e-01 -3.81486e-02
 2.62650e+01 -1.47555e-01 -1.06828e-01 -4.35326e-02
 2.62660e+01 -1.53645e-01 -1.09590e-01 -4.91025e-02
 2.62670e+01 -1.59837e-01 -1.12384e-01 -5.48607e-02
 2.62680e+01 -1.66157e-01 -1.15230e-01 -6.08092e-02
 2.62690e+01 -1.72631e-01 -1.18146e-01 -6.69493e-02
 2.62700e+01 -1.79286e-01 -1.21152e-01 -7.32823e-02
 2.62710e+01 -1.86147e-01 -1.24265e-01 -7.98086e-02
 2.62720e+01 -1.93238e-01 -1.27503e-01 -8.65283e-02
 2.62730e+01 -2.00581e-01 -1.30883e-01 -9.34405e-02
 2.62740e+01 -2.08195e-01 -1.34420e-01 -1.00544e-01
 2.62750e+01 -2.16099e-01 -1.38126e-01 -1.07835e-01
 2.62760e+01 -2.24306e-01 -1.42015e-01 -1.15309e-01
 2.62770e+01 -2.32825e-01 -1.46095e-01 -1.22961e-01
 2.62780e+01 -2.41664e-01 -1.50374e-01 -1.30782e-01
 2.62790e+01 -2.50822e-01 -1.54855e-01 -1.38759e-01
 2.62800e+01 -2.60296e-01 -1.59540e-01 -1.46880e-01
 2.62810e+01 -2.70075e-01 -1.64429e-01 -1.55126e-01
 2.62820e+01 -2.80145e-01 -1.69514e-01 -1.63475e-01
 2.62830e+01 -2.90480e-01 -1.74788e-01 -1.71902e-01
 2.62840e+01 -3.01050e-01 -1.80236e-01 -1.80374e-01
 2.62850e+01 -3.11816e-01 -1.85840e-01 -1.88858e-01
 2.62860e+01 -3.22729e-01 -1.91577e-01 -1.97312e-01
 2.62870e+01 -3.33732e-01 -1.97418e-01 -2.05690e-01
 2.62880e+01 -3.44758e-01 -2.03328e-01 -2.13943e-01
 2.62890e+01 -3.55729e-01 -2.09267e-01 -2.22014e-01
 2.62900e+01 -3.66561e-01 -2.15187e-01 -2.29846e-01
 2.62910e+01 -3.77156e-01 -2.21034e-01 -2.37376e-01
 2.62920e+01 -3.87412e-01 -2.26752e-01 -2.44539e-01
 2.62930e+01 -3.97216e-01 -2.32275e-01 -2.51269e-01
 2.62940e+01 -4.06452e-01 -2.37534e-01 -2.57501e-01
 2.62950e+01 -4.15001e-01 -2.42458e-01 -2.63168e-01
 2.62960e+01 -4.22740e-01 -2.46974e-01 -2.68208e-01
 2.62970e+01 -4.29551e-01 -2.51008e-01 -2.72565e-01
 2.62980e+01 -4.35320e-01 -2.54488e-01 -2.76185e-01
 2.62990e+01 -4.39940e-01 -2.57346e-01 -2.79025e-01
 2.63000e+01 -4.43319e-01 -2.59521e-01 -2.81049e-01
 2.63010e+01 -4.45380e-01 -2.60961e-01 -2.82231e-01
 2.63020e+01 -4.46061e-01 -2.61623e-01 -2.82558e-01
 2.63030e+01 -4.45325e-01 -2.61477e-01 -2.82027e-01
 2.63040e+01 -4.43154e-01 -2.60507e-01 -2.80648e-01
 2.63050e+01 -4.39555e-01 -2.58709e-01 -2.78445e-01
 2.63060e+01 -4.34557e-01 -2.56094e-01 -2.75449e-01
 2.63070e+01 -4.28211e-01 -2.52687e-01 -2.71707e-01
 2.63080e+01 -4.20586e-01 -2.48524e-01 -2.67271e-01
 2.63090e+01 -4.11771e-01 -2.43654e-01 -2.62202e-01
 2.63100e+01 -4.01865e-01 -2.38131e-01 -2.56569e-01
 2.63110e+01 -3.90980e-01 -2.32020e-01 -2.50440e-01
 2.63120e+01 -3.79232e-01 -2.25387e-01 -2.43889e-01
 2.63130e+01 -3.66741e-01 -2.18301e-01 -2.36988e-01
 2.63140e+01 -3.53626e-01 -2.10832e-01 -2.29809e-01
 2.63150e+01 -3.40003e-01 -2.03049e-01 -2.22420e-01
 2.63160e+01 -3.25982e-01 -1.95015e-01 -2.14884e-01
 2.63170e+01 -3.11664e-01 -1.86792e-01 -2.07261e-01
 2.63180e+01 -2.97144e-01 -1.78435e-01 -1.99604e-01
 2.63190e+01 -2.82504e-01 -1.69993e-01 -1.91962e-01
 2.63200e+01 -2.67817e-01 -1.61511e-01 -1.84375e-01
 2.63210e+01 -2.53145e-01 -1.53026e-01 -1.76880e-01
 2.63220e+01 -2.38542e-01 -1.44571e-01 -1.69508e-01
 2.63230e+01 -2.24050e-01 -1.36170e-01 -1.62282e-01
 2.63240e+01 -2.09703e-01 -1.27845e-01 -1.55225e-01
 2.63250e+01 -1.95527e-01 -1.19611e-01 -1.48350e-01
 2.63260e+01 -1.81539e-01 -1.11481e-01 -1.41672e-01
 2.63270e+01 -1.67753e-01 -1.03461e-01 -1.35197e-01
 2.63280e+01 -1.54173e-01 -9.55558e-02 -1.28931e-01
 2.63290e+01 -1.40800e-01 -8.77660e-02 -1.22877e-01
 2.63300e+01 -1.27631e-01 -8.00902e-02 -1.17037e-01
 2.63310e+01 -1.14659e-01 -7.25244e-02 -1.11408e-01
 2.63320e+01 -1.01873e-01 -6.50631e-02 -1.05988e-01
 2.63330e+01 -8.92611e-02 -5.76991e-02 -1.00773e-01
 2.63340e+01 -7.68088e-02 -5.04242e-02 -9.57586e-02
 2.63350e+01 -6.44997e-02 -4.32290e-02 -9.09385e-02
 2.63360e+01 -5.23170e-02 -3.61038e-02 -8.63071e-02
 2.63370e+01 -4.02425e-02 -2.90383e-02 -8.18570e-02
 2.63380e+01 -2.82585e-02 -2.20219e-02 -7.75819e-02
 2.63390e+01 -1.63465e-02 -1.50442e-02 -7.34739e-02
 2.63400e+01 -4.48909e-03 -8.09497e-03 -6.95260e-02
 2.63410e+01  7.33096e-03 -1.16443e-03 -6.57304e-02
 2.63420e+01  1.91294e-02  5.75659e-03 -6.20798e-02
 2.63430e+01  3.09210e-02  1.26764e-02 -5.85663e-02
 2.63440e+01  4.27183e-02  1.96021e-02 -5.51826e-02
 2.63450e+01  5.45321e-02  2.65396e-02 -5.19208e-02
 2.63460e+01  6.63701e-02  3.34931e-02 -4.87737e-02
 2.63470e+01  7.82373e-02  4.04648e-02 -4.57333e-02
 2.63480e+01  9.01346e-02  4.74549e-02 -4.27922e-02
 2.63490e+01  1.02060e-01  5.44608e-02 -3.99425e-02
 2.63500e+01  1.14004e-01  6.14773e-02 -3.71767e-02
 2.63510e+01  1.25956e-01  6.84958e-02 -3.44866e-02
 2.63520e+01  1.37897e-01  7.55042e-02 -3.18644e-02
 2.63530e+01  1.49802e-01  8.24867e-02 -2.93015e-02
 2.63540e+01  1.61640e-01  8.94233e-02 -2.67899e-02
 2.63550e+01  1.73373e-01  9.62900e-02 -2.43203e-02
 2.63560e+01  1.84957e-01  1.03058e-01 -2.18843e-02
 2.63570e+01  1.96339e-01  1.09695e-01 -1.94719e-02
 2.63580e+01  2.07461e-01  1.16165e-01 -1.70742e-02
 2.63590e+01  2.18260e-01  1.22426e-01 -1.46808e-02
 2.63600e+01  2.28665e-01  1.28435e-01 -1.22820e-02
 2.63610e+01  2.38605e-01  1.34146e-01 -9.86732e-03
 2.63620e+01  2.48004e-01  1.39514e-01 -7.42683e-03
 2.63630e+01  2.56789e-01  1.44490e-01 -4.94981e-03
 2.63640e+01  2.64886e-01  1.49030e-01 -2.42667e-03
 2.63650e+01  2.72230e-01  1.53090e-01  1.52902e-04
 2.63660e+01  2.78759e-01  1.56634e-01  2.79778e-03
 2.63670e+01  2.84424e-01  1.59628e-01  5.51731e-03
 2.63680e+01  2.89187e-01  1.62049e-01  8.31914e-03
 2.63690e+01  2.93023e-01  1.63880e-01  1.12112e-02
 2.63700e+01  2.95922e-01  1.65115e-01  1.41996e-02
 2.63710e+01  2.97890e-01  1.65755e-01  1.72905e-02
 2.63720e+01  2.98949e-01  1.65813e-01  2.04884e-02
 2.63730e+01  2.99136e-01  1.65310e-01  2.37980e-02
 2.63740e+01  2.98500e-01  1.64277e-01  2.72222e-02
 2.63750e+01  2.97104e-01  1.62750e-01  3.07645e-02
 2.63760e+01  2.95020e-01  1.60773e-01  3.44270e-02
 2.63770e+01  2.92326e-01  1.58391e-01  3.82123e-02
 2.63780e+01  2.89106e-01  1.55657e-01  4.21224e-02
 2.63790e+01  2.85447e-01  1.52621e-01  4.61599e-02
 2.63800e+01  2.81434e-01  1.49336e-01  5.03269e-02
 2.63810e+01  2.77153e-01  1.45851e-01  5.46268e-02
 2.63820e+01  2.72683e-01  1.42215e-01  5.90623e-02
 2.63830e+01  2.68103e-01  1.38474e-01  6.36380e-02
 2.63840e+01  2.63481e-01  1.34669e-01  6.83577e-02
 2.63850e+01  2.58884e-01  1.30839e-01  7.32270e-02
 2.63860e+01  2.54369e-01  1.27016e-01  7.82511e-02
 2.63870e+01  2.49987e-01  1.23231e-01  8.34368e-02
 2.63880e+01  2.45783e-01  1.19509e-01  8.87904e-02
 2.63890e+01  2.41798e-01  1.15872e-01  9.43197e-02
 2.63900e+01  2.38062e-01  1.12339e-01  1.00032e-01
 2.63910e+01  2.34605e-01  1.08924e-01  1.05936e-01
 2.63920e+01  2.31448e-01  1.05639e-01  1.12040e-01
 2.63930e+01  2.28611e-01  1.02493e-01  1.18351e-01
 2.63940e+01  2.26109e-01  9.94941e-02  1.24879e-01
 2.63950e+01  2.23951e-01  9.66458e-02  1.31631e-01
 2.63960e+01  2.22147e-01  9.39517e-02  1.38615e-01
 2.63970e+01  2.20700e-01  9.14131e-02  1.45837e-01
 2.63980e+01  2.19614e-01  8.90303e-02  1.53303e-01
 2.63990e+01  2.18889e-01  8.68023e-02  1.61017e-01
 2.64000e+01  2.18521e-01  8.47270e-02  1.68982e-01
 2.64010e+01  2.18507e-01  8.28016e-02  1.77198e-01
 2.64020e+01  2.18839e-01  8.10226e-02  1.85662e-01
 2.64030e+01  2.19507e-01  7.93856e-02  1.94370e-01
 2.64040e+01  2.20501e-01  7.78856e-02  2.03312e-01
 2.64050e+01  2.21804e-01  7.65172e-02  2.12475e-01
 2.64060e+01  2.23400e-01  7.52740e-02  2.21838e-01
 2.64070e+01  2.25267e-01  7.41494e-02  2.31381e-01
 2.64080e+01  2.27380e-01  7.31358e-02  2.41070e-01
 2.64090e+01  2.29711e-01  7.22252e-02  2.50870e-01
 2.64100e+01  2.32227e-01  7.14089e-02  2.60735e-01
 2.64110e+01  2.34892e-01  7.06774e-02  2.70614e-01
 2.64120e+01  2.37665e-01  7.00205e-02  2.80446e-01
 2.64130e+01  2.40499e-01  6.94275e-02  2.90164e-01
 2.64140e+01  2.43346e-01  6.88870e-02  2.99691e-01
 2.64150e+01  2.46152e-01  6.83869e-02  3.08944e-01
 2.64160e+01  2.48860e-01  6.79148e-02  3.17835e-01
 2.64170e+01  2.51412e-01  6.74578e-02  3.26270e-01
 2.64180e+01  2.53746e-01  6.70030e-02  3.34153e-01
 2.64190e+01  2.55803e-01  6.65378e-02  3.41388e-01
 2.64200e+01  2.57524e-01  6.60495e-02  3.47878e-01
 2.64210e+01  2.58853e-01  6.55264e-02  3.53536e-01
 2.64220e+01  2.59739e-01  6.49577e-02  3.58279e-01
 2.64230e+01  2.60138e-01  6.43337e-02  3.62036e-01
 2.64240e+01  2.60012e-01  6.36463e-02  3.64750e-01
 2.64250e+01  2.59334e-01  6.28891e-02  3.66380e-01
 2.64260e+01  2.58087e-01  6.20576e-02  3.66901e-01
 2.64270e+01  2.56265e-01  6.11494e-02  3.66309e-01
 2.64280e+01  2.53871e-01  6.01640e-02  3.64616e-01
 2.64290e+01  2.50922e-01  5.91028e-02  3.61855e-01
 2.64300e+01  2.47442e-01  5.79692e-02  3.58074e-01
 2.64310e+01  2.43464e-01  5.67681e-02  3.53337e-01
 2.64320e+01  2.39029e-01  5.55056e-02  3.47719e-01
 2.64330e+01  2.34185e-01  5.41893e-02  3.41307e-01
 2.64340e+01  2.28980e-01  5.28271e-02  3.34192e-01
 2.64350e+01  2.23469e-01  5.14276e-02  3.26472e-01
 2.64360e+01  2.17704e-01  4.99996e-02  3.18244e-01
 2.64370e+01  2.11739e-01  4.85516e-02  3.09602e-01
 2.64380e+01  2.05623e-01  4.70920e-02  3.00640e-01
 2.64390e+01  1.99406e-01  4.56287e-02  2.91445e-01
 2.64400e+01  1.93130e-01  4.41689e-02  2.82096e-01
 2.64410e+01  1.86838e-01  4.27192e-02  2.72668e-01
 2.64420e+01  1.80563e-01  4.12855e-02  2.63225e-01
 2.64430e+01  1.74338e-01  3.98728e-02  2.53826e-01
